categoria,enlace,titulo,texto,fecha,autor
Economía,https://www.elmundo.es/economia/2024/04/04/660e5794fdddff022e8b45bc.html,Hacienda aconseja a los mutualistas jubilados no presentar su declaración de la Renta hasta dentro de dos semanas,"Este año, tendrán que prestar atención a esta Campaña los 
pensionistas 
que realizaron 
aportaciones a mutualidades 
laborales
 y pagaron de más en el 
IRPF
. Una sentencia del Tribunal Supremo dio la razón a un jubilado del sector bancario que pedía que parte de su pensión, ligada a las aportaciones que realizó entre 1969 y 1979 a la Mutualidad Laboral de Banca, no tributase en las declaraciones del Impuesto sobre la Renta de las Personas Físicas (IRPF).
Desde la Agencia Tributaria recomiendan a estas personas
 ""esperar"" dos semanas 
para contar con todos sus datos fiscales para que puedan presentar la declaración de la Renta 2023 con toda la información actualizada sobre su situación.
El sindicato de técnicos del Ministerio de Hacienda (Gestha) señala que si en los datos fiscales de la próxima Campaña de Renta de 2023 aparece el concepto de 'Ajuste por Mutualidades-DT2 LIRPF', se aplicará la reducción de forma automática en la declaración.
En caso contrario, Gestha apunta a que basta con completar el formulario de solicitud habilitado por la
 Agencia Tributaria
 para rectificación.",2024-04-04T07:34:43Z,Europa Press
Economía,https://www.elmundo.es/economia/2024/04/04/660e4ac1fc6c83382c8b45af.html,El fondo israelí MDSR adquiere 21 supermercados de Carrefour en España,"El 
fondo israelí MDSR 
ha adquirido a 
AEW
, en representación de inversiones institucionales franceses, 22 supermercados, de los que 21 están arrendados a 
Carrefour
, por unos 120 millones de euros.
En concreto, la cartera transaccionada suma cerca de 
110.000 metros cuadrados
 de Superficie Bruta Alquilable (SBA) repartida en los 22 activos ubicados en varias de las principales ciudades de España, según informan en un comunicado.
Entre ellas, destaca un activo ubicado en una zona 'prime' de 
Barcelona 
y cinco más en poblaciones de la primera corona urbana de la Ciudad Condal que suman cerca del 48% de la SBA total.
La 
Comunidad de Madrid
, por su parte, acumula un 19% de la SBA transaccionada. Entre los activos figuran tres supermercados ubicados en la almendra central de Madrid y otros tantos en su zona metropolitana. El resto de la cartera se compone de inmuebles ubicados en
 Santiago de Compostela, Vitoria, Castellón, Guadalajara, Jerez, Tarragona, Palencia y Logroño
.
Con esta operación, que está valorada en 
120 millones de euros
, según ha informado en su edición de este miércoles el diario 
Cinco Días
, MDSR Investments se consolida como uno de los inversores más activos en el segmento de alimentación y suma ya más de 
405.000 metros 
cuadrados de superficie alquilada a operadores de alimentación en 
España, Italia y Portugal.
Dicha transacción ha contado con el asesoramiento de Savills y JLL, mientras que Cuatrecasas y Pérez-Llorca han ejercido como asesores jurídicos de AEW y MDSR Investments, respectivamente.",2024-04-04T06:49:23Z,Europa Press Madrid
Economía,https://www.elmundo.es/economia/2024/04/04/660e3c99fc6c8319698b45af.html,Google planea cobrar por su motor de búsqueda basado en inteligencia artificial,"Google
, de Alphabet, está considerando cobrar por las 
funciones premium 
de su motor de búsqueda generativo impulsado por inteligencia artificial, según informa el Financial Times, citando a fuentes familiarizadas con el plan.
El gigante tecnológico está estudiando varias opciones, incluida la incorporación de 
funciones de búsqueda basadas en IA
 a sus servicios de suscripción premium, que ya ofrecen acceso a su nuevo asistente de 
IA Gemini
 en Gmail y 
Docs
, según el informe.
Las acciones de Alphabet cayeron alrededor de un 1% en las operaciones extendidas. La medida supondría la primera vez que Google pone alguno de sus productos principales tras un muro de pago, en su intento de ganar terreno en el espacio de la inteligencia artificial, que evoluciona a gran velocidad. Su motor de búsqueda tradicional seguiría siendo gratuito y los anuncios seguirían apareciendo junto a los resultados de búsqueda incluso para los suscriptores, añade el informe.
""No estamos trabajando ni considerando una experiencia de búsqueda sin anuncios. Como hemos hecho muchas veces antes, seguiremos creando nuevas funciones y servicios premium para mejorar nuestras ofertas de suscripción en todo Google"", dijo la empresa a Reuters en un comunicado enviado por correo electrónico.
Google
, que inventó la tecnología fundamental para el auge actual de la inteligencia artificial, también se enfrenta a dos actores del sector que han captado la atención del mundo empresarial: OpenAI, creador de ChatGPT, y Microsoft, que lo respalda.",2024-04-04T05:37:32Z,Reuters
Economía,https://www.elmundo.es/economia/2024/04/04/660e3690fdddff79098b45a9.html,Amazon despedirá a cientos de empleados de su empresa de servicios en la nube,"Amazon Web Services (AWS)
, el brazo de servicios en la nube de Amazon, ha comenzado una nueva tanda de despidos de cientos de empleados de ventas, mercadeo y servicios globales, así como de otros cientos de trabajadores de tecnología de sus tiendas físicas.
La 
AWS 
ha enfrentado una baja en su crecimiento de ventas
 en los últimos trimestres a medida que las empresas recortaron su gasto en la nube en un entorno de altos tipos de interés, ha destacado la cadena CNBC.
""Hemos identificado algunas áreas específicas de la organización que debemos optimizar para continuar centrando nuestros esfuerzos en las áreas estratégicas clave que creemos generarán el máximo impacto"", indicó 
AWS 
en un comunicado enviado a varios medios y citado por CNBC.
Asegura que no ha sido una decisión tomada ""a la ligera"" y que apoyarán a los trabajadores ""durante su transición a nuevos papeles dentro y fuera de Amazon"", ya que 
no precisa cuántos empleados serán despedidos
.
La unidad de 
AWS 
incluye equipos que supervisan la tecnología sin cajero, llamada 
Just Walk Out
, así como sus carritos inteligentes 
Dash 
y la tecnología de pago basada en la palma de la mano 
Amazon One
.
Los recortes en el equipo de tecnología de tiendas de 
AWS 
se producen después de que Amazon dijera que eliminaría los sistemas de pago sin cajero en sus tiendas 
Fresh 
de Estados Unidos, recuerda CNBC.
Entre noviembre del 2022 y la misma fecha de 2023 Amazon despidió unos 27.000 empleados de casi todas las áreas, el mayor número de recortes en la historia de la empresa. ",2024-04-04T05:37:23Z,EFE
Economía,https://www.elmundo.es/economia/empresas/2024/04/04/660d9b4de4d4d8341e8b459d.html,Masorange conservará las políticas de precios de sus distintas marcas y advierte: no competirá en el ultra lowcost,"Tras dos años de arduas negociaciones y un aún más duro proceso de aprobación regulatoria, la presentación esta semana de la sociedad 
Masorange
, la unión de Orange y MásMóvil, ha constatado todas las incógnitas que tiene que ir despejando con su estrategia el equipo directivo, encabezado por Meinrad Spenger y compuesto a partes iguales por exintegrantes de las dos compañías. 
Aunque queda mucho por hacer, ya que ambas empresas eran competidoras hasta hace una semana, la presentación de este miércoles despejó algunas dudas. 
¿Qué pasará con los precios?
El nuevo grupo cuenta con casi dos decenas de marcas y la idea de la dirección es que cada una siga su propia política de precios, que vendría a ser: subidas moderadas anuales en el caso Orange para contrarrestar la inflación y estabilidad en el resto de enseñas, que se han beneficiado recientemente de promociones y aumentos de la cantidad de datos móviles en las tarifas.
Lo que sí que ha descartado el CEO del nuevo grupo es que la nueva empresa compita en el 
ultralowcost
 en el que se están situando muchas empresas, con opciones por debajo de los 20 euros. 
¿Desaparecerán marcas?
Desde el mercado se descuenta que sí, pero Spenger aseguró ayer que no hay planes inmediatos. Eso sí, hay
 14 marcas clave que recibirán el grueso de la inversión: 
las tres marcas principales de Orange (Orange, Jazztel y Simyo); el grueso de marcas de MásMóvil: Yoigo, MásMóvil, Pepehone, Lyca, Lebara y Llamaya
; 
y las de los antiguos operadores regionales: Euskaltel y Guuk (País Vasco), Telecable (Asturias), R (Galicia) y Embou (Aragón).
Mientras, otras enseñas del grupo MásMóvil como 
Virgin Telco y Oceans
 seguirán existiendo, pero no se destinarán grandes partidas al tener menor retorno de la inversión y menos clientes.
¿Pasará Yoigo a emitir el fútbol?
La televisión es quizá el elemento en que la estrategia difería más entre el operador francés y MásMóvil, con 
el fútbol como principal elemento diferenciador
. El asunto está bajo estudio de la cúpula de la nueva compañía, aunque otra factor importante será el precio que demande Telefónica por renovar los derechos del fútbol, que podría subir al tratarse de un competidor de mayor tamaño.
¿Tengo que cambiar de router si soy cliente?
No, las marcas, al igual que ocurre con los precios, seguirán operando como marcas separadas, aunque generarán importantes ahorros, ya que ahora, si un cliente pasa, por ejemplo, de Jazztel a Pepephone, la empresa no tiene que desplegar fibra nueva. 
Donde sí que es previsible que 
haya un cambio a medio plazo es en la cobertura de los clientes,
 donde lo natural sería que eventualmente todos los clientes pasen a usar la red de Orange en un proceso que no suele generar inconvenientes al usuario.
¿Cuál es el futuro de la empresa?
La empresa es actualmente propiedad a medidas de Orange y los accionistas de MásMóvil, fondos de inversión en su gran mayoría. Las partes 
tienen un acuerdo para activar una salida a bolsa
 que se activa dos años después del cierre de operaciones. Sin embargo, dada la alta deuda del grupo no se espera que se active inmediatamente. Cuando eso ocurra, Orange tiene la opción de adquirir la mayoría del operador.",2024-04-04T00:12:57Z,José M. Rodríguez Silva
Economía,https://www.elmundo.es/economia/macroeconomia/2024/04/03/660d9f7dfc6c83382c8b459e.html,"Hacienda pone el foco en el dinero del juego 'online', las cripto y los alquileres con tres millones de avisos a contribuyentes","La Agencia Tributaria ha puesto en su objetivo los beneficios que los contribuyentes obtienen con el juego 
online
, al tiempo que ha intensificado el control que ya ejercía sobre las criptomonedas, los alquileres de inmuebles y las rentas de otros países. Como resultado de todo ello, el organismo dependiente de Hacienda ha emitido
 un total de 2,9 millones de avisos que los ciudadanos
 recibirán cuando hagan la declaración de la renta de 2023, cuya campaña comenzó ayer. Casi tres millones de sorpresas fiscales que recordarán a esos contribuyentes que las ganancias obtenidas en estos ámbitos deben declararse y, en consecuencia, tributar por las mismas.
«
La Agencia Tributaria dispone de información
 de operaciones realizadas por usted en el juego 
online
. Recuerde que debe consignar las ganancias o pérdidas patrimoniales obtenidas en estas operaciones en el apartado 'Premios obtenidos por la participación en juegos, rifas o combinaciones aleatorias sin fines publicitarios' de la declaración del impuesto», reza, por ejemplo, el aviso que recibirán o que incluso ya han recibido los contribuyentes en el ámbito del juego 
online
.
Para saber más
Economía. 
Renta 2023-2024: ¿a partir de cuánto hay que declarar lo ganado en apuestas y juegos online?
Redacción: 

M. SÁNCHEZ 
Redacción: 

ILUSTRACIÓN: JOSETXU L. PIÑEIRO 
Renta 2023-2024: ¿a partir de cuánto hay que declarar lo ganado en apuestas y juegos online?
En este caso serán
 164.000 advertencias
, y es la primera ocasión en la que Hacienda emite avisos relacionados con este ámbito. Por critpomonedas, las comunicaciones ascenderán a 
casi un millón
. 948.000, en concreto, lo que supone casi tres veces más que las emitidas el pasado año. El sensible aumento, explican en el organismo que dirige Soledad Fernández, se debe a la puesta en marcha de los nuevos modelos informativos de monedas virtuales.
Las advertencias por rentas en el exterior ascenderán a
 895.000
, que es una cifra muy similar a la de la pasada campaña, y las relacionadas con alquileres de inmuebles sumarán
 866.000
. Este segundo dato supone igualmente un sensible incremento respecto a los 661.000 avisos de los que se informó en la pasada campaña de renta. Pero desde la Agencia Tributaria matizan que ese número estaba condicionado por un cierto retraso en las informaciones de finanzas que facilitan las comunidades, que es la fuente de la que Hacienda obtiene la información. En cualquier caso, también en este ámbito se ha producido un incremento en la presión en forma de avisos.
A todos estos simples recordatorios para algunos contribuyentes, y sustos fiscales para otros, Hacienda sumará otro tipo de advertencias que, en este caso, remitirá por carta. Estará destinado a aquellos que «hayan presentado su declaración modificando la información aportada por la Agencia, 
a efectos de que valoren si deben o no presentar
 una declaración complementaria adaptándose a la información que consta en las bases de datos de la AEAT».
«Si el contribuyente entiende que su declaración era correcta, lógicamente no tiene que modificarla, pero si considera que cometió algún tipo de error u omisión, preventivamente se le da la opción de corregirla mediante la correspondiente declaración complementaria, 
evitando así una eventual comprobación posterior
 de la Agencia, la generación de intereses y la imposición de eventuales sanciones», profundizan desde el organismo.
Esta medida forma parte de las iniciativas que Hacienda está desarrollando para evitar errores involuntarios, como lo es también la simplificación que Hacienda ha llevado a cabo del proceso que hay que realizar para rectificar una declaración o presentar una complementaria. «El contribuyente simplemente tendrá que modificar los importes que correspondan y el sistema realizará de manera automática el resto de acciones necesarias», explica la Agencia.
Y otra medida que destacan es «la puesta en marcha, a partir del próximo mes de mayo, de un plan especial de asistencia en la confección y presentación de la declaración específicamente destinado 
a personas mayores de 65 años 
que residen en pequeños municipios de la geografía española». «El plan comenzará el 7 de mayo, con solicitud de cita a partir del 29 de abril, y alcanzará a mayores residentes en más de 500 municipios de las 46 provincias del territorio común», añade.
En cuanto a las primeras cifras de declaraciones registradas, sólo ayer hasta las 13 horas ya se habían presentado un total de 765.000. Un dato muy relevante, que supone un incremento del 5% respecto al año pasado y que experimentó un empujón especialmente intenso en las primeras horas de la jornada. Según explicó Fernández en la rueda de prensa de presentación de la campaña, el ritmo hasta las 10 de la mañana fue de 1.450 declaraciones por minuto. «La gente quiere tener el dinero cuanto antes y como saben que la Agencia devuelve cada vez más rápido, no duda en presentar su declaración en cuanto puede», afirmó la máxima dirigente del organismo. Esas devoluciones, añaden en Hacienda, está previsto que comiencen ya este jueves.",2024-04-03T20:42:47Z,Daniel Viaña
Economía,https://www.elmundo.es/economia/vivienda/2024/04/03/660d698ce4d4d8a56c8b45a6.html,Comprar una vivienda pero esperar a que el propietario fallezca: la nuda propiedad se dispara un 11% en España,"Este lunes, el famoso productor de televisión 
José Luis Moreno
 puso en venta su mansión en 
Boadilla del Monte 
a través del portal inmobiliario Idealista a un precio de 
8,5 millones de euros
. Pero lo hizo en régimen de nuda propiedad, una modalidad qu
 








Hazte Premium desde 1€ el primer mes 






Aprovecha esta oferta por tiempo limitado y accede a todo el contenido web



Lo quiero









Si lo prefieres













",2024-04-04T10:48:33Z,Clara Rojas Madrid
Economía,https://www.elmundo.es/economia/empresas/2024/04/03/660d7b66fc6c83fb5f8b459d.html,"Más de un millón de acciones de la empresa Línea Directa son compradas por su consejera delegada, Patricia Ayuela","La 
consejera delegada de Línea Directa, 
Patricia Ayuela, ha decidido comprar algo
 más de 1,1 millones de acciones de la aseguradora
, aprovechando que la 
cotización se encuentra cerca de sus niveles más bajos 
desde que la empresa aterrizó en Bolsa, segúna señala Euro Press. 
En concreto, la empresa ha notificado a la Comisión Nacional del Mercado de Valores (CNMV) que Ayuela decidió el pasado 26 de marzo comprar 1.108.037 acciones de Línea Directa a un precio medio de 0,90 euros por acción. Esto supone un desmbolso total de 997.233 euros.
Ayuela percibió una retribución de 483.000 euros durante 2023, lo que supone un incremento del 12,9% respecto al año anterior. No obstante, la cifra no es comparable debido a que en 2022 Ayuela no estuvo el año complejo en el cargo, por lo que su retribución fue menor.
En total, la primera ejecutiva de la aseguradora percibió una remuneración en metálico de 445.000 euros, así como otros 38.000 euros en concepto del beneficio bruto de las acciones o instrumentos financieros consolidados.
Durante el pasado mes de marzo ha habido varios movimientos en el capital de la aseguradora. Cartival, el vehículo inversor de Jaime Botín, elevó su participación por encima del 20%, mientras que fondo Brandes alcanzó el 5,062% y Fidelity alcanzó el 1,732%.",2024-04-03T16:17:59Z,El Mundo
Economía,https://www.elmundo.es/economia/empresas/2024/04/03/660d492efc6c8370668b45a6.html,"Uno de los mayores fabricantes mundiales de microchips, TSMC, detiene su producción por el terremoto de Taiwán","El
 seísmo de 7,2 grados 
en la escala de Richter que ha dejado 
al menos nueve muertos en Taiwán
 hizo que 
la empresa Taiwan Semiconductor Manufacturing (TSMC)
paralice parte de su producción y evacúe sus instalaciones en la isla. 
La firma es uno de los mayores fabricantes mundiales de microchips y proveedor de compañías como Apple y Nvidia.
La multinacional, subrayó que 
aún se estaban evaluando los posibles daños en sus instalaciones
 e informó que 
su personal ya estaba empezando a regresar a sus puestos
, aunque es posible que los chips de alta precisión y la maquinaria para su fabricación se hayan visto afectados por los movimientos sísmicos, según informa 
Europa Press
.
Otras 
compañías rivales 
del gigante taiwanés como United Microelectronics Corporation (UMC) o Powerchip Semiconductor Manufacturing Corporation (PSMC), 
también han detenido su actividad en algunas plantas o evacuado ciertas instalaciones
 en sus centros de Hsinchu o Tainan.
El terremoto se produjo a las 7.58 horas del miércoles (1.58 hora peninsular española) a una profundidad de 15,5 kilómetros, según la Administración Central Meteorológica (CWA, por sus siglas en inglés), y provocó un pequeño tsunami que alcanzó algunas islas del suroeste de Japón lo que dejó
 nueve personas fallecidas y más de 800 heridos.
El epicentro se situó a unos 25 kilómetros al sureste de Hualien, y 
al evento principal le siguieron varias réplicas, algunas de intensidad 6,5.
La isla de Taiwán
 se encuentra ubicada entre las placas tectónicas euroasiática y filipina, por lo que es propenso a los seísmos, y es la 
fuente de más del 80% de los chips de alta tecnología
 necesarios para hacer funcionar los teléfonos inteligentes y los superordenadores.",2024-04-03T15:47:06Z,EL MUNDO
Economía,https://www.elmundo.es/economia/macroeconomia/2024/04/03/660d41ad21efa0c1668b45a4.html,"Hacienda registra 1.450 declaraciones por minuto en el inicio de la campaña de renta: ""La gente quiere el dinero cuanto antes""","La 
campaña de renta 2023
 ha comenzado este miércoles con una presentación masiva de declaraciones por parte de los contribuyentes. A las 10 de la mañana el número de documentos presentadas superaba el medio millón, lo que supone que la 
Agencia Tributaria
 ha recibido 
una media de 1.450 declaraciones por minuto
 y un incremento del 11% respecto al año pasado.
""
La gente quiere tener el dinero cuanto antes
 y como saben que la Agencia Tributaria devuelve cada más rápido, no duda en presentar su declaración en cuanto puede"", ha explicado la propia presidenta del organismo, Soledad Fernández, en la rueda de prensa de presentación de la campaña. Y de hecho, esas devoluciones comenzarán ya mañana mismo, según apuntan desde la Agencia.
Fernández también ha explicado que la Agencia tiene previsto lanza
r 164.000 avisos de datos fiscales
 relacionados con los juegos
 on line
. Esto no quiere decir que vaya a aplicar 164.000 sanciones fiscales, sino que va a recordar a ese número de contribuyentes que deben declarar las ganancias obtenidas por este concepto.
""La 
Agencia Tributaria
 dispone de información de operaciones realizadas por usted en el juego on line. Recuerde que debe consignar las ganancias o pérdidas patrimoniales obtenidas en estas operaciones en el apartado 'Premios obtenidos por la participación en juegos, rifas o combinaciones aleatorias sin fines publicitarios'"", se apunta en esos avisos.
Te interesará
Cómo se declaran las criptomonedas en la Declaración de la Renta
Redacción: 

E.M. 
Cómo se declaran las criptomonedas en la Declaración de la Renta
En estos mismos avisos fiscales también 
destacan los 948.000 relacionados con 
monedas virtuales
, lo que supone casi tres veces más que los 328.000 emitidos el año pasado. La principal razón que explica es la información adicional que aportan los nuevos modelos de monedas virtuales. Por rentas en otros países, el dato ascenderá a 895.000 y los que están relacionados con 
alquileres de inmuebles
 sumarán un total de 866.000 avisos.
Plan para mayores de 65 años
La Agencia Tributaria también ha informado este miércoles de que pondrá en marcha a partir de mayo un plan especial de asistencia para mayores de 65 años en pequeños municipios de cara a la presentación de la Declaración de la 
Renta 2023
.
La principal novedad de esta campaña es la puesta en marcha de un plan especial para la confección y presentación de declaraciones de Renta de personas mayores de 65 años que tengan su domicilio fiscal en pequeños municipios.
El plan comenzará el 7 de mayo, con solicitud de cita a partir del 29 de abril, y alcanzará a mayores residentes en más de 500 municipios de las 46 provincias del territorio común, informa Europa Press.",2024-04-03T14:18:57Z,Daniel Viaña
Economía,https://www.elmundo.es/economia/2024/04/03/660d3249fdddffbc0b8b4593.html,Sánchez exhibe sintonía económica con el príncipe saudí mientras mete al Estado en Telefónica para protegerla de Arabia,"El presidente del Gobierno,
 Pedro Sánchez
, exhibe sintonía económica con el príncipe heredero de Arabia Saudí,
 Mohamed bin Salmán
, mientras mete al Estado en Telefónica para protegerla del fondo soberano que preside el mismo líder árabe.
Por un lado, según un comunicado de Moncloa, Sánchez y el príncipe y primer ministro saudí ""
han acordado la creación de un marco estructurado de cooperación económica entre ambos gobiernos para la identificación y ejecución de oportunidades de inversión
"". Exhiben así sintonía y cooperación entre ambos gobiernos para abordar proyectos en ambos países.
Además, la agencia oficial saudí SPA ha distribuido imágenes de notable respeto de Sánchez al príncipe heredero en el encuentro mantenido en la noche del martes en el Palacio Real de Jeda. Según esta agencia, el príncipe y el líder socialista ""pasaron revista durante la audiencia a las relaciones fraternales bilaterales 
y debatieron sobre la forma de intensificar la cooperación en diversos ámbitos
"". Asegura que ""el Presidente del Gobierno español expresó su satisfacción por la visita al Reino y agradeció la hospitalidad y la calurosa acogida que le dispensaron a él y a la delegación que le acompañaba"".
Por otro lado y en contraste con los resultados del encuentro, 
el Gobierno mantiene su plan de comprometer más de 2.000 millones del Estado en la compra de acciones de Telefónica 
con el objetivo declarado oficialmente de ""proporcionar una mayor estabilidad accionarial"" y 
""la salvaguarda de sus capacidades estratégicas""
 tras la entrada saudí el pasado septiembre.
El propio fondo soberano Public Investment Fund (PIF) que preside el príncipe heredero comunicó a la Comisión Nacional del Mercado de Valores hace siete meses la compra de hasta el 9,9% del capital de Telefónica a través de su filial de telecomunicaciones STC.
La cooperación entre ambos gobiernos contrasta con la supuesta necesidad de destinar dinero público a una empresa privatizada. Ni Moncloa ni el Gobierno saudí incluyen el asunto de Telefónica entre los abordados en la reunión entre ambos primeros ministros, que estuvieron acompañados de cerca de una veintena de colaboradores de ambos países.
Según Presidencia del Gobierno, ""
Arabia Saudí es un socio económico de vital importancia para España.
 Es el principal destino de las exportaciones españolas a Oriente Medio y el principal proveedor de España en la región, además de ser el segundo destino de las inversiones españolas en la región de Oriente Medio. Asimismo, las empresas españolas han conseguido importantes contratos de obra pública en Arabia Saudí; 17.000 millones en la última década"".
Sin mostrar ninguna oposición al desembarco saudí en Telefónica, Sánchez se reunió con representantes de empresas españolas en el país y resaltó 
""la oportunidad que supone la estrategia de diversificación económica que sigue el Gobierno saudita
, reflejada en la Visión 2030, que supone grandes programas de infraestructura, en sectores como la energía, el transporte, el turismo o el agua en los que las empresas españolas son líderes mundiales"".",2024-04-03T11:26:13Z,CARLOS SEGOVIA
Economía,https://www.elmundo.es/economia/empresas/2024/04/03/660d2749fc6c83e5228b458f.html,Nace Masorange: 4.000 millones de inversión y más de 8.500 empleados para liderar el mercado español,"La unión de Orange y MásMóvil ya tiene nombre: 
MasOrange
, un arreglo sencillo que combina las dos marcas para el nuevo líder por clientes del mercado español. La nueva empresa ha iniciado su andadura con una presentación ante la prensa en la que 
han prometido invertir 4.000 millones de euros en tres años
 y en la que han sacado músculo con las cifras resultantes de la unión entre el segundo y el cuarto operador del mercado.
La empresa tiene más de 40% de las líneas de móviles y banda ancha del país, pero, en palabras de Meinrad Spenger, el hombre al mando y ex CEO de MásMóvil, el objetivo es aumentar su peso en el mercado: ""
Somos el número uno con distancia
, pero queremos ampliarla"", ha asegurado el directivo de la nueva empresa, cuyo nuevo logo está compuesto de un '+' naranja y una o negra, simbolizando las dos marcas originales.
La fusión se ha hecho al 50% entre los accionistas de MásMóvil y Orange, si bien se ha repartido un megadividendo para compensar el mayor valor de la empresa francesa y asumir la elevada deuda que arrastraba MásMóvil.
En su rueda de prensa, Spenger ha subrayado la ""complicidad"" entre las dos mitades de la nueva compañía. ""Ya no hay bando amarillo, ni bando naranja. No necesitamos egos, ni politiqueos"", aseguró. Además, también lanzó un guiño a la plantilla de cara a mantener el nivel de empleo.
""Podemos generar empleo, esto es un tema sensible. Voy a ser muy específico y concreto: 
no tenemos previsto ningún plan forzoso de salida de personal
"", subrayó, aunque sí que dejó la puerta abierta a procesos de salidas voluntarias o bajas incentivas.
Pese a los compromisos de inversión, Spenger lanzó una advertencia sobre el estado del mercado: ""Solo se puede invertir si ganamos dinero y eso no estaba pasando en el mercado español"".
LA NUEVA EMPRESA
La compañía contará con
 8.500 empleados directos
 y más de 1.500 puntos de venta exclusivos. Con una facturación de 7.400 millones euros de ingresos y 2.650 millones de euros de beneficio bruto (Ebitda), el grupo sigue lejos de los 12.654 millones de euros facturados por Telefónica en España durante 2023.
Para cerrar ese hueco, la empresa espera 
disparar la rentabilidad
 gracias a las sinergias industriales, que generarán ahorros de alrededor de 500 millones de euros a partir del cuarto año..
Además, mantendrá en el mercado la decena de marcas de MásMóvil, que se unirán a las tres de Orange (Orange, Jazztel y Simyo). Así, las marcas regionales de Euskaltel y Guuk (País Vasco), Telecable (Asturias), R (Galicia) y Embou (Aragón) seguirán activas, al igual que Yoigo, MásMóvil, Pepehone, Lyca, Lebara y Llamaya.
A nivel operativo, Spenger ha identificado dos focos de crecimiento: el negocio de empresas y Administraciones Públicas y el ámbito de nuevos servicios (alarmas, energía, telemedicina...).
Además, otra de las prioridades será reducir la deuda de 12.500 millones de euros que arrastra el grupo y que la empresa quiere reducir ""cuánto antes"" a 3,5 veces Ebitda, lo que supondría una rebaja de más de 3.000 millones de euros con los niveles actuales.",2024-04-03T11:09:50Z,José M. Rodríguez Silva
Economía,https://www.elmundo.es/economia/ahorro-y-consumo/2024/04/03/6605a674fdddff649c8b45bc.html,Las mejores tarjetas con 'cashback' y descuentos para ahorrar en tus compras,"Toca retomar la rutina tras el parón de Semana Santa. Y también hacer cuentas de lo gastado en estos días, donde la inflación sigue haciendo estragos pese a haberse moderado en los últimos meses.
Con este panorama, 
es interesante contar con productos que alivien la carga financiera
, como pueden ser 
las tarjetas con devolución de compras o 'cashback'
. ""Cada vez usamos 
más las tarjetas para pagar las compras
, por muy pequeñas que sean, por lo que es interesante contar con plásticos que nos permitan 
acceder a beneficios
 como es la devolución de una parte de las compras"", señalan los expertos del comparador 
HelpMyCash.
Al respecto, hay dos opciones. Las 
tarjetas 'cashback'
 que devuelven un porcentaje de las compras, entre el 1% y el 5%, aunque no se produce de manera inmediata, sino que hay que esperar a que cierre la facturación mensual de la tarjeta, y la que 
ofrece descuentos
 en determinados establecimientos o gasolineras, donde el ahorro es instantáneo.
Y es que cada vez más los 
bancos promocionan tarjetas de crédito con estos beneficios
, sabedores que pueden convertirse en 
un gancho para atraer nuevos clientes
. ""A la hora de contratar una tarjeta de crédito no sólo habría que fijarse en las comisiones, sino 
si tienen otro tipo de ventajas
 como puede ser descuentos en comercios y devolución de un porcentaje de las compras"", explican desde el comparador.
No obstante, desde 
HelpMyCash
 aconsejan que, a la hora de contratar este tipo de tarjetas, se preste atención a las condiciones, 
el importe máximo de devolución y la duración de la promoción
.
Mejores tarjetas con 'cashback'
Dentro de las mejores tarjetas con 
cashback
, HelpMyCash destaca la 
Tarjeta Revolut Estándar
. Esta tarjeta es una de las más populares para viajar al extranjero, ya que permite extracciones de dinero sin coste, y el mejor cambio en compras en monedas distintas al euro. Pero, además, completa su oferta con un 
'cashback' del 3% en alojamientos de todo el mundo 
(aunque aumenta hasta el 10% en los planes Metal y Ultra). Además, también ofrece 
descuentos 
en determinados comercios que varían entre el 1% y el 5%.
Otra opción es la 
Tarjeta Inteligente de EVO
. Este plástico permite pagar tanto a débito como a crédito, además de poder retirar dinero tanto en España como en el extranjero sin pagar comisiones. En cuanto a las promociones, cuenta con 
cashback 
del
 5% en comercios como Lidl o Ikea
, ""lo que es una forma de compensar los gastos"", recuerdan desde HelpMyCash.
Adicionalmente, con la Tarjeta Inteligente de EVO se tiene descuentos en gasolineras, lo que permite ahorrar un 2% al repostar en estaciones de servicio Galp y del 4% al reservar en alojamientos a través de Booking.
Otras dos tarjetas que ofrecen devoluciones en las compras son la 
Tarjeta de débito de ING
 y la Tarjeta de débito de N26
. La 
primera te devuelve el 3%
 de los repostajes que hagas en gasolineras como 
Shell y Galp
 y, además, da acceso a descuentos en otro tipo de comercios como pueden ser restaurantes, tiendas de moda u hoteles. En cuanto a la segunda, la Tarjeta de Débito N26 también cuenta con descuentos.
Finalmente, la tarjeta de crédito 
Visa Tú de Abanca
 permite obtener descuentos 
en gasolineras
. En concreto, el cliente se puede beneficiar de un 4% de los repostajes en Galp.
Pese a estas ventajas, desde HelpMyCash siguen recomendando llevar un control de los gastos para no dejarse cegar por estas ofertas y terminar gastando más de lo necesario.",2024-04-03T10:00:00Z,HELPMYCASH
