Tweet ID,Usuario,Contenido,Fecha,Lenguaje,Sentimiento,texto_limpio
768063618415992832,_mermaiid_,@WINTERSCLIFF0RD ni tu como soportas el calor sevillano hija mía ,2016-08-23 12:33:31,es,negative,soportas calor sevillano hija
768059359934943233,ProyectoWaikiki,.@soyalt_es estaremos atentas a las novedades futuras. ¡El final del verano no será igual sin vosotros! ,2016-08-23 12:16:35,es,negative,atentas novedades futuras final verano igual vosotros
768058983827537920,Dronjadicto,Ayer me quedé dormido xdddd lo peor esque sigo reventado ,2016-08-23 12:15:06,es,negative,ayer quedé dormido xdddd peor esque sigo reventado
768057277865717761,meaficio,"Confirmao tengo el pie roto, he notado como el puto hueso se movía ",2016-08-23 12:08:19,es,negative,confirmao pie roto notado puto hueso movía
768057031660072960,starko,"@lmg muchísimas gracias Luis  Tú también eres un ejemplo de constancia y buen trabajo, espero que os vaya todo genial!",2016-08-23 12:07:20,es,positive,muchísimas gracias luis ejemplo constancia buen trabajo espero vaya genial
768056909198950401,ainaaara21,Tengo una adicción muy seria al burguer King necesito ayuda profesional ,2016-08-23 12:06:51,es,negative,adicción seria burguer king necesito ayuda profesional
768056902655864832,yeyodebote,"Me dice un pajarito que ahora mismo no puede reservar en la web de BiBo, lo nuevo de @danigarcia_ca. Espero que sea por la demanda. ",2016-08-23 12:06:50,es,negative,dice pajarito ahora mismo puede reservar web bibo nuevo espero demanda
768074230541975553,Fran87bcn,@cobos_rebeca A ti por responder! Espero y deseo que te salgan nuevos proyectos!! Besitos!! ,2016-08-23 13:15:41,es,positive,responder espero deseo salgan nuevos proyectos besitos
768079521648115713,ELFINGERSYT,Estoy preparando muchas cosas para que el especial sea muy especial ,2016-08-23 13:36:42,es,positive,preparando muchas cosas especial especial
768078356596330501,imrobhunter,"Solo porque UNA persona diga que me conoce y opine sobre cómo soy, y convenza a otra de ello no significa que sea así ",2016-08-23 13:32:05,es,neutral,solo persona diga conoce opine cómo convenza ello significa así
768072993511763968,dgonzalod,"@fonzeff @malenko_ @girotix Eso me temo, mucho calor y mucha gente por todos lados, lo malo de viajar en agosto ",2016-08-23 13:10:46,es,negative,temo calor mucha gente lados malo viajar agosto
768071942096166912,sanroman1952,"@Jordicanal64 Pues si no fichan ""lo que sea"" además de un ridículo espantoso igual QSF nos deja plantados...esperemos que no   ",2016-08-23 13:06:35,es,negative,pues si fichan además ridículo espantoso igual qsf deja plantadosesperemos
768083732356075520,JoyaRealitera,"@edu_rnieves Te la recomiendo, parece monótona pero hay capítulos que vuelven a subir el interés ",2016-08-23 13:53:26,es,positive,recomiendo parece monótona capítulos vuelven subir interés
768082578519785472,Sienkowl,Ya no tengo capítulos de Juego de Tronos para ver. Me siento vacía. ,2016-08-23 13:48:51,es,negative,capítulos juego tronos ver siento vacía
768082463201587200,Glamurosa79,"@goetha Jajaja se aprovechó lo ke pudo, ya se fue a currar pero mañana descansa  mucho lío entonces no? Y con el malagueño que tal?",2016-08-23 13:48:24,es,positive,jajaja aprovechó ke pudo currar mañana descansa lío entonces malagueño tal
768497346342772737,manalarba,@futbolero93 solo recuerda que Iman es tranquila ,2016-08-24 17:17:00,es,positive,solo recuerda iman tranquila
768557093955698688,scrxz,"comprendo que te molen mis tattoos, pero no te los hagas 'iguales' ",2016-08-24 21:14:24,es,neutral,comprendo molen tattoos hagas iguales
768512386269638656,orem9,@morbosaborealis jajajaja... eso es verdad... aquí no hay uno cuerdo ,2016-08-24 18:16:45,es,negative,jajajaja verdad aquí cuerdo
768511417846730753,TurDepuLugo,@xqwcrp @xoancarV Un lapsus advertido gracias a @Cascarelo y subsanado. Gracias por tu aportación. ,2016-08-24 18:12:54,es,positive,lapsus advertido gracias subsanado gracias aportación
768530754510946304,RafaelCubillo,@ManuBarba Lo feo es llegar al reina sofía y que los descuentos de estudiante sean para menores de 27 años ,2016-08-24 19:29:45,es,negative,feo llegar reina sofía descuentos estudiante menores 27 años
768530671132352513,mariolka_,@IvnLz el resto puedo dudar pero de ese grupo lo tengo claro ,2016-08-24 19:29:25,es,neutral,resto puedo dudar grupo claro
768530491104497664,JacoCorrea,@Pirata__Roberts hay gente muy buena trabajando duro en @SpheraSports. Palabras así impulsan  @Eliperezup,2016-08-24 19:28:42,es,positive,gente buena trabajando duro palabras así impulsan
768530150002716672,TSMVayne,"Ah vale, me suelta la puta subnormal, te estoy llamando. 
Le digo que no me sale y dice ""ah, es que tengo el wifi apagado"" ",2016-08-24 19:27:21,es,negative,ah vale suelta puta subnormal llamando digo sale dice ah wifi apagado
768529956162924544,LleonardPler,@Adriansoler espero y deseo que el interior te cause lo mismo ,2016-08-24 19:26:34,es,neutral,espero deseo interior cause mismo
768529333493391360,Gh14Yessi,"@FaranduleroYo Pues espero que no lo digas por mi niña o no voto mas  memeo, bueno cada uno tendra su opinion +",2016-08-24 19:24:06,es,negative,pues espero digas niña voto mas memeo bueno cada tendra opinion
768529047878004736,Alfbicknell,"@GarbiMuguruza 
Yo cuando pueda quiero tener el Omega Constellation,, con los numéricos romanos. ",2016-08-24 19:22:58,es,positive,pueda quiero tener omega constellation numéricos romanos
768562609029255168,polux_prm,@feralcazar_ es grasioso porque en vez de aspirar a ser alcalde aspiras a concejal... ,2016-08-24 21:36:19,es,negative,grasioso vez aspirar ser alcalde aspiras concejal
768562544239927296,leoselaya98,Hoy quiero hacer otro juego de estos de tw pero esque son todos iguales ,2016-08-24 21:36:04,es,negative,hoy quiero hacer juego tw esque iguales
768562234582851584,ElyShuri,Por desgracia el sorteo que tenía pensado hacer es sólo para gente de Europa  Ya haré más sorteos para todo el mundo!,2016-08-24 21:34:50,es,negative,desgracia sorteo pensado hacer sólo gente europa haré sorteos mundo
768561501611360256,LytosOfficial,"@Paco_Jone Qué fácil es quedarse calladito, bajarse los pantalones y no decir ni mú... Cuánta ignorancia en tu ""opinión"". Saludos ",2016-08-24 21:31:55,es,negative,fácil quedarse calladito bajarse pantalones decir mú cuánta ignorancia opinión saludos
768561417037512705,crisgg_13,"Yo
Me cago
En los muertos
De todas
Las bacterias malignas
De mi
Garganta

.",2016-08-24 21:31:35,es,negative,cago muertos todas bacterias malignas garganta
768559589470117889,jyjed,@reyminguela20 la próxima vez que vaya a Madrid no estarás en mis planes. Maldita ,2016-08-24 21:24:19,es,negative,próxima vez vaya madrid planes maldita
768558926325485569,HekoTheDolphin,"@serbailop Totalmente. Aunque la post-tertulia ha sido muy interesante, hablando de todo esto, y la evolución (e involuciones) del cine ",2016-08-24 21:21:41,es,positive,totalmente aunque posttertulia sido interesante hablando evolución involuciones cine
768565622175371264,GtavAlvaro,"@sosagraphs Pues tan sencillo porque en su día me puse a hacerlo y es de lo que mas encargos me hacen, aparte tengo mas estilos crack ",2016-08-24 21:48:18,es,positive,pues tan sencillo día puse hacerlo mas encargos hacen aparte mas estilos crack
768564864117866496,oscsg,@flyfap no había parada pero he visto una rotonda mu bonica en la que ponía Nules ,2016-08-24 21:45:17,es,positive,parada visto rotonda mu bonica ponía nules
768564709712883713,manalarba,"@hayar_96 abandoné mi tierra y llegué justo ayer a España, estoy sensible, te odio ",2016-08-24 21:44:40,es,negative,abandoné tierra llegué justo ayer españa sensible odio
768544186853359616,5ofNR,"Ahora que estoy en Madrid casi no puedo hacer fotos chachis, solo a mi careto y no ",2016-08-24 20:23:07,es,negative,ahora madrid casi puedo hacer fotos chachis solo careto
768543848742150144,Lorenamg5,@Eduardo_Pers Ps que las exterminen. Por mi salud mental  (y pa que pueda dejar de hacer el ridículo por la calle jajajaj),2016-08-24 20:21:47,es,negative,ps exterminen salud mental pa pueda dejar hacer ridículo calle jajajaj
768566966906974208,MPILARGALERA,"@Kosto_Trading @juanrallo Lo de prohibir el casco e ir enmascarado también es arbitrario y sectario, no? ",2016-08-24 21:53:38,es,negative,prohibir casco ir enmascarado arbitrario sectario
768566746773159936,LDF87,@lirondos Ya lo tenía fichado y tengo ganas de darle uso  ¡¡Gracias!! ,2016-08-24 21:52:46,es,positive,fichado ganas darle uso gracias
768510568642842628,neussgutierrez,"@LibrosdeMaria no sé si hubo más gente, pero ayer te tagueé yo  ayy, Hannibal es que moooooola tanto!",2016-08-24 18:09:32,es,positive,sé si gente ayer tagueé ayy hannibal moooooola
768526478720065536,kolontai1959,"#Otegi inhabilitado   #EsLaSentencia 
Mujeres tapadas hasta los ojos #EsSuCultura
Teneis un sentido inamovible del mundo y de la vida.",2016-08-24 19:12:45,es,negative,otegi inhabilitado eslasentencia mujeres tapadas ojos essucultura teneis inamovible mundo vida
768524445657001988,Jtravieso,"@santicid ay, gracias. Lo malo es que ese es solo para primer viaje. Pero mil gracias igualmente ",2016-08-24 19:04:40,es,positive,ay gracias malo solo primer viaje mil gracias igualmente
768549166729555969,JeRamGon,"Madrid está lleno de comida y crushes, no me llevéis de aquí ",2016-08-24 20:42:54,es,negative,madrid lleno comida crushes llevéis aquí
768547980924293120,deporyapues,@albueto @ferderer2 @TipsterApuesta los reyes magos son mas reales que este ,2016-08-24 20:38:12,es,negative,reyes magos mas reales
768528725545742336,Hamertless,"Es worth para coger el bonus, pero es mucho más divertido luchar ",2016-08-24 19:21:41,es,neutral,worth coger bonus divertido luchar
768528709225676800,DovahkiinFerret,"@SirDeschain @ChicaCascabel @reptarazul más bien tas tenía aprecio por raistlin, yo creo que al mago le daba un poco igual todo ",2016-08-24 19:21:37,es,negative,bien tas aprecio raistlin creo mago daba igual
768528302655045632,ElyShuri,"@Asukawachan Gracias  ya me pasó una vez y los antibióticos fueron milagrosos, estoy deseando que vuelva mi madre con ellos ",2016-08-24 19:20:00,es,positive,gracias pasó vez antibióticos milagrosos deseando vuelva madre
768547709519294464,JulenReal,@iwanancho quiero un Linoone con Tambor y Velocidad Extrema pero es de esos especiales de generaciones pasadas que ya no se puede ,2016-08-24 20:37:07,es,negative,quiero linoone tambor velocidad extrema especiales generaciones pasadas puede
768547351443169284,Tidxs_,"@Tidxs_ 27. Parece que las cosas no te van muy bien, espero que todo mejore, que todo el mundo merece ser feliz ",2016-08-24 20:35:42,es,neutral,27 parece cosas van bien espero mejore mundo merece ser feliz
768523211420073985,jlhortelano,@amartino @yagoperrin los dos amigos menos quejicas que tengo ,2016-08-24 18:59:46,es,positive,dos amigos menos quejicas
768521914704887808,padelworldpress,@MatiDiazWarrior @severinoiezzi @Maxisanchez06... ¡¡Nos sumamos a la felicitación a un grande!! ,2016-08-24 18:54:37,es,positive,sumamos felicitación grande
768546209044758528,HekoTheDolphin,"Eso sí, demasiada sobredosis de guiños, cameos, homenajes, frases y planos repetidos de la original. Pero bueno, se acepta ",2016-08-24 20:31:09,es,neutral,demasiada sobredosis guiños cameos homenajes frases planos repetidos original bueno acepta
768546051112443904,jose32d,"@David_Goen00 venga jimbre, lo que debes haver es hacerte cadista ",2016-08-24 20:30:32,es,neutral,venga jimbre debes haver hacerte cadista
768545629522067456,murkyrules,Dio tener un perro es la ilusión de mi puta vida ,2016-08-24 20:28:51,es,positive,dio tener perro ilusión puta vida
768544990595284992,Graciosus_Black,@RoyalDarjeeling Muy mal!!! jajaja mas Geralt de rivia y menos juego de tronos ,2016-08-24 20:26:19,es,negative,mal jajaja mas geralt rivia menos juego tronos
768591525773189120,AriDarkHime,Por qué me gusta más tu personalidad que cualquier espalda ancha ,2016-08-24 23:31:14,es,positive,gusta personalidad cualquier espalda ancha
768591189746548736,vehicularalex,@SergioSmiles Mirate D gray-man desde cero puta ,2016-08-24 23:29:54,es,negative,mirate d grayman cero puta
768590604326539264,ClaraLuuque,"@BerothW Por supuesto, en el Mercadona.
Hombre, encima que soy crush de alguien ",2016-08-24 23:27:34,es,neutral,supuesto mercadona hombre encima crush alguien
768589770062753792,proudandclear,hay alguien apuntando a mi ventana con un laser define pesadito ,2016-08-24 23:24:15,es,negative,alguien apuntando ventana laser define pesadito
768589541087248384,Martin_CCCP,@carlotalotalota Me apena que haya pasado esto porque la idea de crear un colectivo estatal con divisiones locales era algo poderoso ,2016-08-24 23:23:20,es,negative,apena pasado idea crear colectivo estatal divisiones locales poderoso
768584728270237697,selenasb13,"odio a lucia la vd, mi amor hacia ella es una gran tapadera pa comer nutella en su casa ",2016-08-24 23:04:13,es,negative,odio lucia vd amor hacia gran tapadera pa comer nutella casa
768586174470455296,June_Palmero,No entiendo de verdad porque la gente cree que en realidad me la suda ,2016-08-24 23:09:58,es,negative,entiendo verdad gente cree realidad suda
768585733191954432,IsabelQuintansR,@dovesandletters @SeveZubiri @Lady_Lolita @teleSURtv ese es Seve que se pone exquisito. Yo más de andar por casa (menos florida) ,2016-08-24 23:08:13,es,neutral,seve pone exquisito andar casa menos florida
768588994556813312,Jinersky,"Llevo como una hora repitiendo ""No debí haber bebido ese último Monster"" teniendo que madrugar 
Mi vida.",2016-08-24 23:21:10,es,negative,llevo hora repitiendo debí haber bebido último monster madrugar vida
768588061496209408,Mitosyparadojas,"@BrujadelTuiters . Estas palabras, del Poema, INSTANTES, son de Nadine Stair. Escritora norteamericana, a la q le gustan los helados.  ",2016-08-24 23:17:28,es,neutral,palabras poema instantes nadine stair escritora norteamericana q gustan helados
768610928245997568,Catwang_,preparándome un colacao pa olvidarme de aquel bacalao... ,2016-08-25 00:48:20,es,neutral,preparándome colacao pa olvidarme aquel bacalao
768582850530639873,JonesWeirdo,gracioso bc en la película de Nunca apagues la luz utilizan luz negra y hoy he llegado a casa y han puesto uno en el baño ,2016-08-24 22:56:45,es,positive,gracioso bc película nunca apagues luz utilizan luz negra hoy llegado casa puesto baño
768582505658220544,ohcalamitzy,nos lo habíamos encontrado y estaba asustado cruzando una carretera y al final nos hemos tenido que marchar sin él. ,2016-08-24 22:55:23,es,negative,encontrado asustado cruzando carretera final marchar
768556112488587265,JacoCorrea,"@unculemadrid si al final acabamos hablando un rato, era muy simpática  @jovigobi",2016-08-24 21:10:30,es,positive,si final acabamos hablando rato simpática
768577963885522944,Oskitarrrr24,Este año el Madrid hará triplete y si lo hace me rapo al cero  grabad el mensaje jejej #ChiringuitoPiqué,2016-08-24 22:37:20,es,positive,año madrid hará triplete si hace rapo cero grabad mensaje jejej chiringuitopiqué
768577563933413380,SuperActrices,@valenciacf Mis sentimientos y mi orgullo por el Valencia son muy grandes. Yo quiero lo mejor para el Valencia. ,2016-08-24 22:35:45,es,positive,sentimientos orgullo valencia grandes quiero mejor valencia
768578741316583424,chicadelacinta,@Landspecies y sentimos empatia hacia cualquier ser vivo sin distinción ,2016-08-24 22:40:26,es,positive,sentimos empatia hacia cualquier ser vivo distinción
768576236721496064,rosasunicornias,Gracias tormenta por aparecer justo cuando me voy a meter en cama solita ,2016-08-24 22:30:28,es,negative,gracias tormenta aparecer justo voy meter cama solita
768576032282673152,TheMoonAlsoRise,@Monysito pues pocas cosas más bonitas puedes ver en la vida oye ,2016-08-24 22:29:40,es,positive,pues pocas cosas bonitas puedes ver vida oye
768575453410058240,CliftJose,"@Graffitera23 qué hermoso!,es bueno desviar la mirada al cielo y a las nubes de vez en cuando,abajo está jodido.preciosa foto,mil abrazos ",2016-08-24 22:27:22,es,positive,hermosoes bueno desviar mirada cielo nubes vez cuandoabajo jodidopreciosa fotomil abrazos
768574373213200384,TheMoonAlsoRise,@Monysito en la vida puede verseme una teta porque cuando me eche la foto no estaba desnuda ,2016-08-24 22:23:04,es,negative,vida puede verseme teta eche foto desnuda
768581320935104513,MPILARGALERA,"@juanrallo Ya, ya. El edificio A sí, el edificio B no. Facilísimo de articular ",2016-08-24 22:50:41,es,positive,edificio edificio b facilísimo articular
768580520821329921,byAlexYT_,Mañana es muy probablee que caiga un directo!! Y ya sabeis lo que pasa en los directos... ,2016-08-24 22:47:30,es,neutral,mañana probablee caiga directo sabeis pasa directos
768582085376405504,MariaMorn3,@Paloma_cv12 el club de la comedia se ha quedado demasiado grande #monologuista Jaja ,2016-08-24 22:53:43,es,neutral,club comedia quedado demasiado grande monologuista jaja
768581607112441856,dalejandrob_,"Lamento decirles que ya no soy calvo, mi calva perfecta se ve opacada por mi pelo ",2016-08-24 22:51:49,es,positive,lamento decirles calvo calva perfecta ve opacada pelo
768581403344797696,DanielHWeb,@Jorgeoneer ya pero no soy mucho de pc. No es muy potente el mío ,2016-08-24 22:51:00,es,negative,pc potente
768504713650241536,AntonioGarciaN2,Ya me está jodiendo la tarde Pep...bueno me.voy a dar un.paseo ,2016-08-24 17:46:16,es,negative,jodiendo tarde pepbueno mevoy dar unpaseo
768508909585858560,kolontai1959,"@aitor48 Prohibirlo, no. Se pueden hacer campañas, pedagogía... y no aplaudir como están haciendo muchas pseudo-feministas  @ladypalo",2016-08-24 18:02:56,es,negative,prohibirlo pueden hacer campañas pedagogía aplaudir haciendo muchas pseudofeministas
768508856301457408,MartaAiL,"@Lahierritos pues sabran més q jo  

*curso CCC de mirones y mironas ",2016-08-24 18:02:44,es,negative,pues sabran més q jo curso ccc mirones mironas
768508490650423296,ConLDeLucifer_,"He puesto la radio solo pa escucharle jajajajajajaja ai, que ganas de verle ya ostia ",2016-08-24 18:01:17,es,positive,puesto radio solo pa escucharle jajajajajajaja ai ganas verle ostia
768532035984101376,xwheresmycoffee,@Slow_Dancer_ TOTALMENTE  Pobre Gappy... que inocente es  no sabe con quien se ha encontrado.,2016-08-24 19:34:50,es,negative,totalmente pobre gappy inocente sabe encontrado
768531597482156032,Tidxs_,"@Tidxs_ 2. Hace mucho tiempo hablabamos por skype por un amigo en común y estaba guay, además de que eres muy mona! ",2016-08-24 19:33:06,es,positive,2 hace tiempo hablabamos skype amigo común guay además mona
768531390262632448,MyrtiaGamesBar,"Buen partido a todos @overgame_org , suerte en la final de losers y a ver si nos volvemos a ver en la gran final. Saludo a esos casters ",2016-08-24 19:32:16,es,positive,buen partido suerte final losers ver si volvemos ver gran final saludo casters
768531373854449664,SuperActrices,@levante_emv @valenciacf Un capullo menos en el Valencia. Si no esta al 100% con el Valencia lo mejor es venderlo. ,2016-08-24 19:32:12,es,negative,capullo menos valencia si 100 valencia mejor venderlo
768534019927597060,conadealbaa_,@Angela_M_A_ hombre me dices que se oía mal  yo soy defensora de Amaiah a morir JAJAJ,2016-08-24 19:42:43,es,neutral,hombre dices oía mal defensora amaiah morir jajaj
768533994170359808,jjirene33,"Quiero que vuelva el invierno  y ponerme pantalones largos y chaquetas y sudaderas y abrigos, puto verano.",2016-08-24 19:42:37,es,negative,quiero vuelva invierno ponerme pantalones largos chaquetas sudaderas abrigos puto verano
768533681023639557,Maitane_fraile,Pensar en irse pronto a la cama y ver que dan 2 capítulos de #minorityreport la mejor manera de alegrarse la noche ,2016-08-24 19:41:22,es,positive,pensar irse pronto cama ver dan 2 capítulos minorityreport mejor manera alegrarse noche
768536844522979328,MrRichi94,"@DaniRS95 somos el PACMA, a todos caemos bien pero nadie nos quiere.

Lloremos juntos ",2016-08-24 19:53:57,es,negative,pacma caemos bien nadie quiere lloremos juntos
768535999924334593,CeciiEscud,Cuando sufres porque no encuentras emulador para jugar al pokemon rubí en iOS 9.3.4 ,2016-08-24 19:50:35,es,negative,sufres encuentras emulador jugar pokemon rubí ios 934
768513758431965186,kolontai1959,@ideiazabaldu no queda ni un país árabe laico... Hasta con Argelia y Tunez están acabando ,2016-08-24 18:22:12,es,negative,queda país árabe laico argelia tunez acabando
768513574809501696,milagrosgmez1,Estoy muy nerviosa por el partido ,2016-08-24 18:21:29,es,neutral,nerviosa partido
768513070901723136,mikealicante,"@olivares_javier Intentan salvar a Lincoln como Julián con Lorca... Aparte de que es una copia descarada de MdT, no se parecen en nada ",2016-08-24 18:19:29,es,negative,intentan salvar lincoln julián lorca aparte copia descarada mdt parecen
768595094958145536,SergiFenty,"@_tontonina porque somos de Móstoles, salir de nuestro ambiente es difícil ",2016-08-24 23:45:25,es,negative,móstoles salir ambiente difícil
768594628815839232,cabreasi0n,"ola wapa k tal stas?? spero k no seas una sorra kmo las otras xikas 

- machirulo 

QUÉ COJONES JAJSAKJKJSADJJSJASJAJAJA",2016-08-24 23:43:33,es,negative,ola wapa k tal stas spero k sorra kmo xikas machirulo cojones jajsakjkjsadjjsjasjajaja
768594172240592896,imrobhunter,@sweetbiix pues ahí lo tienes. Si tú no huyes entonces eres una luchadora y no una cobarde no? ,2016-08-24 23:41:45,es,positive,pues ahí si huyes entonces luchadora cobarde
768596566378774528,caval100,"Es conveniente tener un Gobierno democrático que cumpla su función politica. NO lo es tener un Gobierno que representa la #corrupciónPP
",2016-08-24 23:51:15,es,negative,conveniente tener gobierno democrático cumpla función politica tener gobierno representa corrupciónpp
768596494920323072,annissete_ra,@ann_lloret99 @luv_m0ney_party los salidos son los q suben cosas a esa página no yo ,2016-08-24 23:50:58,es,negative,salidos q suben cosas página
768596407431430144,arianavicenteg,"otra noche hasta las 4 de la mañana despierta, aburrida y sin sueño, lo veo venir... ",2016-08-24 23:50:38,es,negative,noche 4 mañana despierta aburrida sueño veo venir
768568209159184385,ITSMENDESWORLD,"@ShawnUpdatesSA esta no es, le tienes que dar a US Store, solo se vende en US y Canadá  por ahora claro.",2016-08-24 21:58:35,es,negative,dar us store solo vende us canadá ahora claro
